W011_L1.sorted.bam	99.465	555.228
W006_L1.sorted.bam	99.465	887.569
W010_L1.sorted.bam	99.9637	929.212
W007_L1.sorted.bam	99.465	1199.12
W004_L1.sorted.bam	99.4016	1434.07
W013_L1.sorted.bam	99.7189	1540.02
W001_L1.sorted.bam	99.9003	1650.39
W023_L1_L2_L3.sorted.bam	98.2863	265.936
W003_L1.sorted.bam	99.4016	4121.12
W005_L1.sorted.bam	99.3925	4156.32
W016_L1.sorted.bam	99.5557	4491.03
W022_L1.sorted.bam	98.7125	3100.65
W018_L1.sorted.bam	98.8757	3897.14
W008_L1.sorted.bam	99.465	5040.64
W009_L1.sorted.bam	99.4016	5789.41
W031_L1.sorted.bam	99.3834	235.731
W026_L1_L2_L3.sorted.bam	99.3834	1726
W027_L1_L2_L3.sorted.bam	98.6672	2183.5
W012_L1.sorted.bam	99.465	6119.97
W028_L1_L2_L3.sorted.bam	99.4016	1782.13
W014_L1.sorted.bam	99.0661	5976.69
W020_L1.sorted.bam	98.8485	5178.8
W035_L1.sorted.bam	99.4106	265.63
W040_L1.sorted.bam	99.3834	212.653
W015_L1.sorted.bam	99.3834	6057.06
W032_L1.sorted.bam	99.3925	1973.95
W029_L1_L2_L3.sorted.bam	99.4016	3006.1
W039_L1.sorted.bam	99.4016	537.452
W002_L1.sorted.bam	99.465	5762.19
W019_L1_L2_L3.sorted.bam	99.0661	5145.25
W025_L1_L2_L3.sorted.bam	98.1775	2946.91
W034_L1.sorted.bam	99.3925	2253.49
W033_L1.sorted.bam	99.4016	3324.47
W037_L1.sorted.bam	99.3925	1014.94
W049_L1.sorted.bam	99.3834	406.153
W038_L1.sorted.bam	99.3925	1134.09
W036_L1.sorted.bam	99.3834	2462.22
W030_L1.sorted.bam	99.3925	4151.37
W045_L1.sorted.bam	99.3925	1631.98
W047_L1.sorted.bam	99.3834	1962.61
W042_L1.sorted.bam	99.3925	2789.24
W021_L1.sorted.bam	98.7488	5755.64
W043_L1.sorted.bam	99.3925	2807.87
W052_L1_L2_L3.sorted.bam	95.5209	863.132
W054_L1_L2_L3.sorted.bam	97.2164	782.673
W044_L1.sorted.bam	99.3925	2733.02
W056_L1_L2_L3.sorted.bam	95.0403	743.28
W059_L1.sorted.bam	99.3834	593.818
W051_L1.sorted.bam	99.5829	2083.6
W064_L1.sorted.bam	99.3834	479.235
W017_L1.sorted.bam	99.1296	6115.38
W063_L1.sorted.bam	98.6853	625.798
W046_L1.sorted.bam	99.4016	3205.02
W048_L1.sorted.bam	99.3834	3041.42
W050_L1.sorted.bam	99.3834	2348.43
W071_L1.sorted.bam	98.6853	253.933
W041_L1.sorted.bam	99.4106	4039.41
W058_L1.sorted.bam	99.9275	1907.55
W057_L1.sorted.bam	99.3925	2988.06
W070_L1_L2_L3.sorted.bam	99.0389	733.85
W062_L1.sorted.bam	99.3834	3468.62
W053_L1_L2_L3.sorted.bam	97.2074	3554.73
W069_L1_L2_L3.sorted.bam	98.7125	2198.19
W065_L1_L2_L3.sorted.bam	99.3925	4479.81
W061_L1.sorted.bam	98.6944	4167.45
W055_L1.sorted.bam	99.9365	6243.48
W072_L1.sorted.bam	99.2928	3445.46
W066_L1.sorted.bam	98.7306	3309.27
W068_L1_L2_L3.sorted.bam	98.8938	5290.79
W084_L1.sorted.bam	98.7034	2740.77
W081_L1.sorted.bam	99.3925	4342.03
W067_L1.sorted.bam	98.7125	4915.42
W075_L1_L2_L3.sorted.bam	98.7306	5569.15
W078_L1_L2_L3.sorted.bam	98.7397	5234.9
W073_L1.sorted.bam	99.2565	5551.48
W060_L1.sorted.bam	97.3162	5994.74
W076_L1.sorted.bam	99.2928	5176.23
W091_L1_L2_L3.sorted.bam	98.6944	2689.19
W074_L1.sorted.bam	98.7125	6303.18
W080_L1.sorted.bam	98.7216	6088.55
W082_L1.sorted.bam	98.7216	5964.37
W089_L1.sorted.bam	99.3925	5304.93
W085_L1.sorted.bam	99.057	5254.66
W086_L1.sorted.bam	98.7306	6038.99
W088_L1.sorted.bam	98.7034	5847.08
W083_L1.sorted.bam	99.3925	6342.5
W097_L1.sorted.bam	99.3925	4729.88
W090_L1.sorted.bam	99.4106	6247.25
W093_L1.sorted.bam	99.4016	4529.96
W106_L1.sorted.bam	99.3834	326.887
W098_L1.sorted.bam	99.9365	4693.74
W079_L1.sorted.bam	98.8666	5744.8
W077_L1.sorted.bam	98.7216	6488.49
W100_L1.sorted.bam	99.2474	4077.39
W108_L1.sorted.bam	98.6853	488.122
W103_L1.sorted.bam	98.6944	3986.52
W109_L1.sorted.bam	98.6853	624.589
W104_L1.sorted.bam	98.9029	3369.42
W107_L1.sorted.bam	98.6944	2485.08
W110_L1.sorted.bam	99.3834	2335.38
W087_L1.sorted.bam	98.7125	6271.74
W118_L1.sorted.bam	0	0
W099_L1.sorted.bam	99.3925	5827.86
W102_L1.sorted.bam	99.3925	6017.15
W111_L1.sorted.bam	99.3925	4287.22
W096_L1_L2_L3.sorted.bam	99.8912	5967.6
W105_L1_L2_L3.sorted.bam	98.6853	891.484
W113_L1.sorted.bam	99.3925	4290.41
W116_L1.sorted.bam	99.3925	3784.41
W112_L1.sorted.bam	98.7034	5578.5
W121_L1.sorted.bam	99.3925	2778.67
W115_L1.sorted.bam	99.048	4293.32
W114_L1.sorted.bam	99.3925	4847.02
W119_L1.sorted.bam	99.3925	2845.65
W117_L1.sorted.bam	99.3834	5247.83
W094_L1_L2_L3.sorted.bam	99.3925	4779.62
W122_L1.sorted.bam	99.3925	5244.06
W123_L1.sorted.bam	99.4016	3955.88
W124_L1.sorted.bam	99.3834	3970.2
W125_L1.sorted.bam	99.3834	4574.94
W127_L1.sorted.bam	99.3925	3414.71
W120_L1_L2.sorted.bam	99.4016	6129.16
W126_L1.sorted.bam	99.4016	3473.3
W128_L1.sorted.bam	99.4106	3542.75
W129_L1.sorted.bam	99.4016	4402.33
W130_L1.sorted.bam	99.3925	4351.09
W135_L1.sorted.bam	99.3925	3030.96
W131_L1.sorted.bam	99.4016	3886.72
W101_L1.sorted.bam	98.7125	5974
W136_L1.sorted.bam	99.3925	2304.86
W092_L1.sorted.bam	99.4197	6220.04
W132_L1.sorted.bam	99.3834	5219.78
W139_L1.sorted.bam	99.4016	3210.59
W133_L1.sorted.bam	99.3925	5234.28
W134_L1.sorted.bam	99.4106	5283.85
W140_L1.sorted.bam	99.4016	3501.91
W137_L1.sorted.bam	97.6244	4520.17
W145_L1.sorted.bam	99.3925	2336.12
W144_L1.sorted.bam	99.4016	2372.41
W141_L1.sorted.bam	97.017	3522.17
W143_L1.sorted.bam	99.4016	4150.9
W142_L1.sorted.bam	99.4016	3081.71
W148_L1.sorted.bam	99.3925	3526.69
W095_L1.sorted.bam	99.3925	6202.68
W146_L1.sorted.bam	99.3834	4148.26
W150_L1.sorted.bam	99.0389	3687.81
W138_L1.sorted.bam	99.3925	5609.95
W149_L1.sorted.bam	99.4016	4734.7
W153_L1.sorted.bam	98.6944	3637.57
W152_L1.sorted.bam	99.4016	4176.6
W154_L1.sorted.bam	99.4016	4382.54
W159_L1.sorted.bam	99.465	2877.7
W160_L1.sorted.bam	98.8394	1925.1
W170_L1.sorted.bam	87.8049	244.611
W155_L1.sorted.bam	97.2255	3753.91
W156_L1.sorted.bam	95.8473	3206.46
W162_L1.sorted.bam	90.7245	3332.87
W157_L1.sorted.bam	98.5221	3173.66
W164_L1.sorted.bam	99.3925	4397.59
W165_L1.sorted.bam	99.3834	4179.7
W147_L1.sorted.bam	99.4016	5361.19
W161_L1.sorted.bam	99.3834	4475.32
W166_L1.sorted.bam	99.4378	4385.26
W158_L1.sorted.bam	99.3925	5730.94
W163_L1.sorted.bam	99.3925	4967.44
W181_L1.sorted.bam	99.3925	805.018
W171_L1.sorted.bam	99.3925	2276.75
W169_L1.sorted.bam	99.4016	4186.16
W175_L1.sorted.bam	99.2928	3305.77
W151_L1.sorted.bam	99.4016	6229.98
W168_L1.sorted.bam	99.048	4663.05
W178_L1.sorted.bam	96.2281	1390.19
W182_L1.sorted.bam	99.3834	2406.72
W176_L1.sorted.bam	97.8965	3758.18
W167_L1.sorted.bam	98.6944	4778.01
W187_L1.sorted.bam	99.3834	1499.65
W183_L1.sorted.bam	99.3925	1885.96
W177_L1.sorted.bam	99.3834	5595.4
W189_L1.sorted.bam	99.3834	619.22
W184_L1.sorted.bam	99.4016	2917.07
W191_L1.sorted.bam	99.3834	319.249
W194_L1.sorted.bam	99.3925	384.922
W174_L1.sorted.bam	99.057	4831.78
W188_L1.sorted.bam	99.3925	1565.51
W173_L1.sorted.bam	99.048	5123.79
W179_L1.sorted.bam	99.4016	4926.89
W172_L1.sorted.bam	99.048	5146.85
W197_L1.sorted.bam	99.3834	852.806
W185_L1.sorted.bam	99.3925	3035.97
W196_L1.sorted.bam	99.3925	909.499
W195_L1.sorted.bam	99.3925	1603.03
W186_L1.sorted.bam	99.3834	3139.35
W200_L1.sorted.bam	99.7824	851.067
W203_L1.sorted.bam	99.3834	503.532
W206_L1.sorted.bam	99.3834	350.432
W207_L1.sorted.bam	99.3834	268.281
W205_L1.sorted.bam	99.3834	592.513
W192_L1.sorted.bam	99.3834	2544.66
W198_L1.sorted.bam	99.3834	2525.87
W202_L1.sorted.bam	99.3834	1673.16
W216_L1.sorted.bam	99.048	137.006
W193_L1.sorted.bam	99.3925	2760.36
W210_L1.sorted.bam	99.3834	615.732
W215_L1.sorted.bam	99.3925	562.936
W180_L1.sorted.bam	99.4016	4964
W209_L1.sorted.bam	99.3925	1832.82
W208_L1.sorted.bam	99.3834	2009.54
W201_L1.sorted.bam	99.3925	3143.81
W190_L1.sorted.bam	98.6944	3567.18
W222_L1.sorted.bam	99.3834	398.348
W219_L1.sorted.bam	99.3834	635.466
W218_L1.sorted.bam	99.3925	1064.03
W214_L1.sorted.bam	99.4469	2034.23
W212_L1.sorted.bam	99.4016	2077.52
W213_L1.sorted.bam	97.57	1863.05
W217_L1.sorted.bam	99.3925	1719.71
W211_L1.sorted.bam	99.3834	2552.82
W199_L1.sorted.bam	99.3925	4193.2
W223_L1.sorted.bam	99.4016	2424.21
W204_L1.sorted.bam	99.3925	3881.45
W232_L1.sorted.bam	99.3834	344.676
W227_L1.sorted.bam	97.8874	1419.38
W220_L1.sorted.bam	99.2928	3399.05
W229_L1.sorted.bam	99.3925	2300.79
W233_L1.sorted.bam	99.3834	1013.33
W226_L1.sorted.bam	99.3925	3487.33
W225_L1.sorted.bam	99.3834	3669.76
W221_L1.sorted.bam	99.4016	4854.92
W230_L1.sorted.bam	99.3925	3130.52
W224_L1.sorted.bam	99.3925	5285.69
W235_L1.sorted.bam	99.3925	3859.81
W239_L1_L2.sorted.bam	97.8874	4499.7
W228_L1.sorted.bam	99.3925	4884.03
W231_L1.sorted.bam	97.8874	3848.03
W251_L1.sorted.bam	89.9628	13.0807
W252_L1.sorted.bam	99.3925	1117.69
W240_L1_L2.sorted.bam	97.8874	4901.88
W254_L1.sorted.bam	99.3925	206.385
W245_L1.sorted.bam	99.3925	5052.85
W253_L1.sorted.bam	99.4106	3015.88
W243_L1_L2.sorted.bam	99.3925	5393.43
W258_L1.sorted.bam	97.4431	270.287
W238_L1_L2.sorted.bam	95.267	5285.12
W250_L1.sorted.bam	99.3925	3995.04
W259_L1.sorted.bam	99.465	1428.81
W262_L1.sorted.bam	99.3925	295.253
W248_L1.sorted.bam	99.3925	4708.49
W237_L1_L2.sorted.bam	98.9301	5540.89
W261_L1.sorted.bam	99.4106	726.653
W236_L1_L2.sorted.bam	96.2644	4849.85
W241_L1_L2.sorted.bam	97.8149	4812.46
W234_L1.sorted.bam	97.8965	5518.11
W267_L1.sorted.bam	99.3925	709.079
W247_L1.sorted.bam	98.7125	5576.21
W269_L1.sorted.bam	99.3925	1340.89
W249_L1.sorted.bam	99.4016	5550.01
W273_L1.sorted.bam	99.9909	236.007
W257_L1.sorted.bam	99.4016	5192.83
W242_L1_L2.sorted.bam	93.7982	5045.39
W255_L1.sorted.bam	99.3925	5910.11
W246_L1.sorted.bam	99.4016	5464.26
W271_L1.sorted.bam	99.4016	2010.84
W256_L1.sorted.bam	99.3925	6006.44
W244_L1.sorted.bam	99.3925	5191.91
W275_L1.sorted.bam	99.4016	2638.09
W263_L1.sorted.bam	99.3925	5734.5
W268_L1.sorted.bam	99.3925	5072.64
W274_L1.sorted.bam	99.3925	4252.01
W283_L1.sorted.bam	99.4016	294.703
W279_L1.sorted.bam	99.7824	4289.2
W270_L1.sorted.bam	99.3925	5234.86
